datetime,student,room,activity
2024-03-12 18:40:47,xlezna,Q38,odhlášení
2024-03-18 17:34:08,xvokoun,Q17,řádné přihlášení
2024-03-18 18:58:48,xvokoun,Q17,odhlášení
2024-03-21 14:01:07,xalac,Q18,řádné přihlášení
2024-03-21 15:27:22,xalac,Q18,odhlášení
2024-03-25 17:20:21,xlnenick,Q35,terminál
2024-03-25 17:20:21,xlnenick,Q35,řádné přihlášení
2024-03-25 17:32:42,xlnenick,Q35,odhlášení
2024-03-03 15:34:23,xklekner,Q23,řádné přihlášení
2024-03-03 17:28:06,xklekner,Q23,odhlášení
2024-03-01 16:25:18,xhoracek,Q31,řádné přihlášení
2024-03-01 16:27:54,xhoracek,Q31,odhlášení
2024-03-09 13:49:09,xjakubec,Q28,řádné přihlášení
2024-03-09 16:03:37,xjakubec,Q28,odhlášení
2024-03-19 11:24:20,xvokoun,Q01,řádné přihlášení
2024-03-19 12:17:18,xvokoun,Q01,odhlášení
2024-03-01 07:46:29,xulc,Q33,řádné přihlášení
2024-03-01 08:10:23,xulc,Q33,odhlášení
2024-03-26 15:32:10,xmarek5,Q22,řádné přihlášení
2024-03-26 16:38:54,xmarek5,Q22,odhlášení
2024-02-20 17:15:16,xhoracek,Q45,řádné přihlášení
2024-02-20 19:15:27,xhoracek,Q45,odhlášení
2024-02-27 11:45:19,xkraus1,Q22,zadáno špatné heslo
2024-02-27 11:45:19,xkraus1,Q22,řádné přihlášení
2024-02-27 11:57:23,xkraus1,Q22,odhlášení
2024-02-25 16:35:03,xissakh,Q18,zadáno špatné heslo
2024-02-25 16:35:03,xissakh,Q18,řádné přihlášení
2024-02-25 18:15:15,xissakh,Q18,odhlášení
2024-03-09 16:51:46,xvokoun,Q23,terminál
2024-03-09 16:51:46,xvokoun,Q23,řádné přihlášení
2024-03-09 18:22:49,xvokoun,Q23,odhlášení
2024-02-26 09:01:25,xskacel,Q26,terminál
2024-02-26 09:01:25,xskacel,Q26,řádné přihlášení
2024-02-26 10:05:10,xskacel,Q26,odhlášení
2024-03-14 08:29:37,xkubin,Q22,řádné přihlášení
2024-03-14 11:13:37,xkubin,Q22,odhlášení
2024-02-20 17:38:35,xklekner,Q36,řádné přihlášení
2024-02-20 19:43:56,xklekner,Q36,odhlášení
2024-03-15 12:41:49,xmarek5,Q25,řádné přihlášení
2024-03-15 14:13:54,xmarek5,Q25,odhlášení
2024-02-21 16:10:55,xklima6,Q08,řádné přihlášení
2024-02-21 17:22:17,xklima6,Q08,odhlášení
2024-03-22 15:47:27,xkraus1,Q26,řádné přihlášení
2024-03-22 17:48:52,xkraus1,Q26,odhlášení
2024-03-15 09:10:09,xkaderk2,Q18,řádné přihlášení
2024-03-15 10:40:12,xkaderk2,Q18,odhlášení
2024-03-19 12:39:22,xkaderk2,Q28,řádné přihlášení
2024-03-19 14:17:17,xkaderk2,Q28,odhlášení
2024-03-22 14:37:50,xulc,Q21,řádné přihlášení
2024-03-22 16:57:16,xulc,Q21,odhlášení
2024-03-21 08:06:09,xtugushe,Q07,řádné přihlášení
2024-03-21 10:13:55,xtugushe,Q07,odhlášení
2024-03-13 17:55:06,xmasova1,Q13,řádné přihlášení
2024-03-13 20:37:37,xmasova1,Q13,odhlášení
2024-03-11 15:53:40,xklima6,Q01,řádné přihlášení
2024-03-11 16:25:53,xklima6,Q01,odhlášení
2024-03-16 14:44:30,xklekner,Q22,řádné přihlášení
2024-03-16 16:34:46,xklekner,Q22,odhlášení
2024-03-09 12:41:18,xalac,Q26,zadáno špatné heslo
2024-03-09 12:41:18,xalac,Q26,řádné přihlášení
2024-03-09 12:47:33,xalac,Q26,odhlášení
2024-03-25 16:59:18,xkoudelk,Q34,řádné přihlášení
2024-03-25 19:11:40,xkoudelk,Q34,odhlášení
2024-03-15 10:40:05,xnesrsta,Q03,řádné přihlášení
2024-03-15 12:30:47,xnesrsta,Q03,odhlášení
2024-03-24 12:39:51,xriedl,Q17,řádné přihlášení
2024-03-24 12:41:56,xriedl,Q17,odhlášení
2024-03-18 11:16:46,xhoracek,Q16,terminál
2024-03-18 11:16:46,xhoracek,Q16,řádné přihlášení
2024-03-18 13:44:50,xhoracek,Q16,odhlášení
2024-03-25 11:21:46,xulc,Q31,řádné přihlášení
2024-03-25 11:23:56,xulc,Q31,odhlášení
2024-03-05 09:53:54,xmasova1,Q32,řádné přihlášení
2024-03-05 11:47:52,xmasova1,Q32,odhlášení
2024-03-18 11:18:50,xlnenick,Q47,terminál
2024-03-18 11:18:50,xlnenick,Q47,řádné přihlášení
2024-03-18 13:36:00,xlnenick,Q47,odhlášení
2024-03-17 12:30:57,xkubin,Q27,řádné přihlášení
2024-03-17 13:46:32,xkubin,Q27,odhlášení
2024-03-01 11:38:34,xtugushe,Q27,zadáno špatné heslo
2024-03-01 11:38:34,xtugushe,Q27,řádné přihlášení
2024-03-01 14:00:52,xtugushe,Q27,odhlášení
2024-03-17 12:51:44,xfarlik,Q13,řádné přihlášení
2024-03-17 15:47:02,xfarlik,Q13,odhlášení
2024-03-26 09:28:17,xsultan1,Q28,řádné přihlášení
2024-03-26 10:31:10,xsultan1,Q28,odhlášení
2024-02-23 11:20:11,xtravni7,Q01,řádné přihlášení
2024-02-23 11:43:35,xtravni7,Q01,odhlášení
2024-02-26 17:23:30,xharuda,Q26,řádné přihlášení
2024-02-26 18:53:26,xharuda,Q26,odhlášení
2024-03-24 15:36:24,xjakubec,Q24,řádné přihlášení
2024-03-24 17:24:23,xjakubec,Q24,odhlášení
2024-03-09 08:03:09,xkraus1,Q18,řádné přihlášení
2024-03-09 08:54:08,xkraus1,Q18,odhlášení
2024-03-03 14:07:11,xmrakav1,Q32,řádné přihlášení
2024-03-03 16:52:04,xmrakav1,Q32,odhlášení
2024-02-26 07:16:32,xnesrsta,Q33,řádné přihlášení
2024-02-26 09:21:01,xnesrsta,Q33,odhlášení
2024-03-01 18:02:24,xmarek5,Q28,řádné přihlášení
2024-03-01 20:37:32,xmarek5,Q28,odhlášení
2024-03-17 18:28:24,xmarek5,Q07,řádné přihlášení
2024-03-17 18:34:24,xmarek5,Q07,odhlášení
2024-03-23 17:14:14,xkoudelk,Q38,řádné přihlášení
2024-03-23 17:54:43,xkoudelk,Q38,odhlášení
2024-03-07 13:02:51,xklekner,Q24,terminál
2024-03-07 13:02:51,xklekner,Q24,řádné přihlášení
2024-03-07 13:34:48,xklekner,Q24,odhlášení
2024-03-22 17:57:59,xkoudelk,Q46,řádné přihlášení
2024-03-22 20:46:43,xkoudelk,Q46,odhlášení
2024-02-22 14:43:08,xissakh,Q08,řádné přihlášení
2024-02-22 15:26:30,xissakh,Q08,odhlášení
2024-02-20 17:17:35,xmarek7,Q15,řádné přihlášení
2024-02-20 20:16:11,xmarek7,Q15,odhlášení
2024-03-19 16:26:45,xgrim,Q15,řádné přihlášení
2024-03-19 17:15:53,xgrim,Q15,odhlášení
2024-02-22 10:05:35,xissakh,Q04,terminál
2024-02-22 10:05:35,xissakh,Q04,řádné přihlášení
2024-02-22 13:05:14,xissakh,Q04,odhlášení
2024-02-24 18:35:18,xkaderk2,Q16,řádné přihlášení
2024-02-24 19:30:40,xkaderk2,Q16,odhlášení
2024-03-22 14:37:08,xkubin,Q31,řádné přihlášení
2024-03-22 17:01:23,xkubin,Q31,odhlášení
2024-02-23 14:06:55,xsultan1,Q25,řádné přihlášení
2024-02-23 14:45:12,xsultan1,Q25,odhlášení
2024-02-23 10:21:10,xskacel,Q33,řádné přihlášení
2024-02-23 11:31:07,xskacel,Q33,odhlášení
2024-03-06 15:56:41,xprokop1,Q33,řádné přihlášení
2024-03-06 16:19:52,xprokop1,Q33,odhlášení
2024-03-13 18:19:29,xinsanic,Q14,řádné přihlášení
2024-03-13 18:53:40,xinsanic,Q14,odhlášení
2024-03-08 15:08:55,xsvobo12,Q06,řádné přihlášení
2024-03-08 17:13:42,xsvobo12,Q06,odhlášení
2024-02-28 17:35:05,xfarlik,Q11,řádné přihlášení
2024-02-28 18:50:17,xfarlik,Q11,odhlášení
2024-03-11 18:51:58,xbudiko2,Q26,řádné přihlášení
2024-03-11 20:53:16,xbudiko2,Q26,odhlášení
2024-02-28 07:58:08,xmarek5,Q27,řádné přihlášení
2024-02-28 08:41:59,xmarek5,Q27,odhlášení
2024-03-19 11:01:00,xtravni7,Q31,zadáno špatné heslo
2024-03-19 11:01:00,xtravni7,Q31,řádné přihlášení
2024-03-19 13:37:57,xtravni7,Q31,odhlášení
2024-03-23 15:12:52,xharuda,Q47,řádné přihlášení
2024-03-23 17:01:57,xharuda,Q47,odhlášení
2024-02-21 12:15:08,xprokop1,Q06,řádné přihlášení
2024-02-21 13:57:22,xprokop1,Q06,odhlášení
2024-03-07 10:35:24,xzdansk1,Q46,řádné přihlášení
2024-03-07 11:40:07,xzdansk1,Q46,odhlášení
2024-02-22 15:21:02,xinsanic,Q06,řádné přihlášení
2024-02-22 16:09:43,xinsanic,Q06,odhlášení
2024-02-25 16:18:46,xlezna,Q01,řádné přihlášení
2024-02-25 18:18:55,xlezna,Q01,odhlášení
2024-03-15 11:14:08,xvokoun,Q07,řádné přihlášení
2024-03-15 11:17:07,xvokoun,Q07,odhlášení
2024-03-13 08:45:07,xriedl,Q33,řádné přihlášení
2024-03-13 11:09:22,xriedl,Q33,odhlášení
2024-02-25 10:14:24,xsultan1,Q22,řádné přihlášení
2024-02-25 12:57:30,xsultan1,Q22,odhlášení
2024-03-01 14:15:10,xsvobo12,Q15,řádné přihlášení
2024-03-01 15:22:11,xsvobo12,Q15,odhlášení
2024-02-23 14:10:39,xskacel,Q04,terminál
2024-02-23 14:10:39,xskacel,Q04,řádné přihlášení
2024-02-23 16:13:37,xskacel,Q04,odhlášení
2024-02-22 15:00:10,xkraus1,Q04,řádné přihlášení
2024-02-22 17:59:17,xkraus1,Q04,odhlášení
2024-03-09 15:50:48,xmarek5,Q43,řádné přihlášení
2024-03-09 18:17:43,xmarek5,Q43,odhlášení
2024-03-11 14:12:34,xprokop1,Q17,řádné přihlášení
2024-03-11 14:37:30,xprokop1,Q17,odhlášení
2024-02-25 13:07:45,xlnenick,Q33,terminál
2024-02-25 13:07:45,xlnenick,Q33,řádné přihlášení
2024-02-25 16:07:12,xlnenick,Q33,odhlášení
2024-03-14 08:14:28,xsultan1,Q28,zadáno špatné heslo
2024-03-14 08:14:28,xsultan1,Q28,řádné přihlášení
2024-03-14 10:51:09,xsultan1,Q28,odhlášení
2024-03-10 14:06:30,xsvobo12,Q05,řádné přihlášení
2024-03-10 16:24:38,xsvobo12,Q05,odhlášení
2024-03-02 15:17:11,xvokoun,Q03,řádné přihlášení
2024-03-02 17:07:05,xvokoun,Q03,odhlášení
2024-03-13 16:37:00,xhoracek,Q18,řádné přihlášení
2024-03-13 18:40:41,xhoracek,Q18,odhlášení
2024-02-20 15:57:47,xsultan1,Q15,řádné přihlášení
2024-02-20 18:55:18,xsultan1,Q15,odhlášení
2024-03-02 07:12:37,xstrilka,Q34,řádné přihlášení
2024-03-02 09:39:26,xstrilka,Q34,odhlášení
2024-03-09 18:15:05,xlnenick,Q41,řádné přihlášení
2024-03-09 18:57:49,xlnenick,Q41,odhlášení
2024-03-07 16:07:36,xlezna,Q03,řádné přihlášení
2024-03-07 16:47:11,xlezna,Q03,odhlášení
2024-02-23 18:58:13,xprokop1,Q03,zadáno špatné heslo
2024-02-23 18:58:13,xprokop1,Q03,řádné přihlášení
2024-02-23 19:49:37,xprokop1,Q03,odhlášení
2024-03-20 08:22:52,xkubin,Q15,zadáno špatné heslo
2024-03-20 08:22:52,xkubin,Q15,řádné přihlášení
2024-03-20 08:35:25,xkubin,Q15,odhlášení
2024-02-28 14:20:02,xkoudelk,Q36,řádné přihlášení
2024-02-28 14:59:18,xkoudelk,Q36,odhlášení
2024-03-06 11:02:01,xbudiko2,Q33,řádné přihlášení
2024-03-06 12:11:50,xbudiko2,Q33,odhlášení
2024-03-03 09:19:00,xsvobo12,Q14,řádné přihlášení
2024-03-03 10:49:36,xsvobo12,Q14,odhlášení
2024-03-16 15:18:21,xmasova1,Q08,řádné přihlášení
2024-03-16 17:06:13,xmasova1,Q08,odhlášení
2024-03-17 18:26:37,xnesrsta,Q44,řádné přihlášení
2024-03-17 21:00:21,xnesrsta,Q44,odhlášení
2024-03-23 14:09:26,xvokoun,Q02,řádné přihlášení
2024-03-23 16:16:34,xvokoun,Q02,odhlášení
2024-03-11 14:03:21,xmasova1,Q21,řádné přihlášení
2024-03-11 16:04:12,xmasova1,Q21,odhlášení
2024-03-15 12:01:10,xprokop1,Q24,řádné přihlášení
2024-03-15 15:00:20,xprokop1,Q24,odhlášení
2024-03-13 10:51:15,xkraus1,Q31,řádné přihlášení
2024-03-13 11:38:13,xkraus1,Q31,odhlášení
2024-03-03 08:48:31,xmarek5,Q06,řádné přihlášení
2024-03-03 09:20:53,xmarek5,Q06,odhlášení
2024-03-13 17:30:34,xskacel,Q28,řádné přihlášení
2024-03-13 20:03:23,xskacel,Q28,odhlášení
2024-02-26 14:16:26,xnesrsta,Q46,řádné přihlášení
2024-02-26 16:02:13,xnesrsta,Q46,odhlášení
2024-02-23 07:47:34,xmarek5,Q25,řádné přihlášení
2024-02-23 09:47:00,xmarek5,Q25,odhlášení
2024-03-14 10:47:06,xtravni7,Q02,řádné přihlášení
2024-03-14 11:27:36,xtravni7,Q02,odhlášení
2024-03-25 11:40:15,xgurina,Q37,řádné přihlášení
2024-03-25 13:16:41,xgurina,Q37,odhlášení
2024-03-16 08:57:07,xmasova1,Q27,řádné přihlášení
2024-03-16 09:22:59,xmasova1,Q27,odhlášení
2024-03-23 17:43:32,xvavrine,Q23,zadáno špatné heslo
2024-03-23 17:43:32,xvavrine,Q23,řádné přihlášení
2024-03-23 19:08:34,xvavrine,Q23,odhlášení
2024-02-22 12:56:24,xkuzel,Q08,řádné přihlášení
2024-02-22 13:03:04,xkuzel,Q08,odhlášení
2024-03-09 14:49:16,xlnenick,Q43,řádné přihlášení
2024-03-09 15:19:19,xlnenick,Q43,odhlášení
2024-03-15 16:03:01,xtugushe,Q24,řádné přihlášení
2024-03-15 16:24:23,xtugushe,Q24,odhlášení
2024-02-28 16:22:43,xlezna,Q37,řádné přihlášení
2024-02-28 17:01:01,xlezna,Q37,odhlášení
2024-03-09 15:06:22,xprokop1,Q11,řádné přihlášení
2024-03-09 17:07:29,xprokop1,Q11,odhlášení
2024-03-23 08:32:30,xklekner,Q32,řádné přihlášení
2024-03-23 08:40:08,xklekner,Q32,odhlášení
2024-03-04 16:18:02,xfarlik,Q15,řádné přihlášení
2024-03-04 19:17:30,xfarlik,Q15,odhlášení
2024-02-21 08:47:06,xbudiko2,Q36,řádné přihlášení
2024-02-21 10:53:13,xbudiko2,Q36,odhlášení
2024-03-10 11:01:05,xalac,Q32,řádné přihlášení
2024-03-10 12:21:09,xalac,Q32,odhlášení
2024-03-08 13:41:25,xkubin,Q37,řádné přihlášení
2024-03-08 15:25:59,xkubin,Q37,odhlášení
2024-03-10 17:52:23,xkuzel,Q43,řádné přihlášení
2024-03-10 19:20:15,xkuzel,Q43,odhlášení
2024-03-21 07:26:12,xjakubec,Q06,řádné přihlášení
2024-03-21 07:34:19,xjakubec,Q06,odhlášení
2024-02-24 10:02:10,xskacel,Q01,terminál
2024-02-24 10:02:10,xskacel,Q01,řádné přihlášení
2024-02-24 11:20:59,xskacel,Q01,odhlášení
2024-03-20 10:31:03,xhoracek,Q31,řádné přihlášení
2024-03-20 10:53:54,xhoracek,Q31,odhlášení
2024-03-21 11:58:17,xkuzel,Q34,řádné přihlášení
2024-03-21 12:46:03,xkuzel,Q34,odhlášení
2024-03-22 09:39:34,xkuzel,Q44,řádné přihlášení
2024-03-22 11:23:38,xkuzel,Q44,odhlášení
2024-03-23 08:05:51,xmasova1,Q38,řádné přihlášení
2024-03-23 08:30:15,xmasova1,Q38,odhlášení
2024-03-25 10:57:54,xissakh,Q15,terminál
2024-03-25 10:57:54,xissakh,Q15,řádné přihlášení
2024-03-25 13:51:08,xissakh,Q15,odhlášení
2024-03-13 13:23:48,xprokop1,Q37,řádné přihlášení
2024-03-13 14:55:42,xprokop1,Q37,odhlášení
2024-03-18 16:35:43,xinsanic,Q21,řádné přihlášení
2024-03-18 16:48:50,xinsanic,Q21,odhlášení
2024-02-23 07:49:40,xnesrsta,Q25,řádné přihlášení
2024-02-23 09:15:17,xnesrsta,Q25,odhlášení
2024-03-26 18:02:52,xvavrine,Q06,řádné přihlášení
2024-03-26 20:05:45,xvavrine,Q06,odhlášení
2024-03-13 18:10:13,xulc,Q33,terminál
2024-03-13 18:10:13,xulc,Q33,řádné přihlášení
2024-03-13 21:03:05,xulc,Q33,odhlášení
2024-03-21 14:26:43,xsultan1,Q05,řádné přihlášení
2024-03-21 17:20:22,xsultan1,Q05,odhlášení
2024-02-22 08:37:51,xkuzel,Q44,řádné přihlášení
2024-02-22 08:56:41,xkuzel,Q44,odhlášení
2024-03-21 08:58:15,xklima6,Q33,řádné přihlášení
2024-03-21 10:47:51,xklima6,Q33,odhlášení
2024-02-26 14:09:10,xgrim,Q06,zadáno špatné heslo
2024-02-26 14:09:10,xgrim,Q06,řádné přihlášení
2024-02-26 14:27:21,xgrim,Q06,odhlášení
2024-02-27 17:29:15,xmarek7,Q26,řádné přihlášení
2024-02-27 19:18:35,xmarek7,Q26,odhlášení
2024-03-06 12:48:15,xfarlik,Q15,řádné přihlášení
2024-03-06 13:36:38,xfarlik,Q15,odhlášení
2024-03-21 14:59:08,xmrakav1,Q35,řádné přihlášení
2024-03-21 17:28:33,xmrakav1,Q35,odhlášení
2024-03-05 14:20:20,xkubin,Q22,řádné přihlášení
2024-03-05 14:32:16,xkubin,Q22,odhlášení
2024-03-04 15:12:18,xmrakav1,Q21,řádné přihlášení
2024-03-04 15:51:22,xmrakav1,Q21,odhlášení
2024-03-19 12:54:28,xfarlik,Q32,řádné přihlášení
2024-03-19 14:37:07,xfarlik,Q32,odhlášení
2024-03-10 10:58:04,xmarek5,Q23,řádné přihlášení
2024-03-10 12:29:29,xmarek5,Q23,odhlášení
2024-02-22 14:24:31,xlezna,Q25,řádné přihlášení
2024-02-22 16:48:49,xlezna,Q25,odhlášení
2024-03-23 10:38:46,xnesrsta,Q11,řádné přihlášení
2024-03-23 11:42:21,xnesrsta,Q11,odhlášení
2024-03-10 12:47:55,xmarek7,Q47,zadáno špatné heslo
2024-03-10 12:47:55,xmarek7,Q47,řádné přihlášení
2024-03-10 15:17:27,xmarek7,Q47,odhlášení
2024-03-26 14:45:42,xmarek7,Q47,terminál
2024-03-26 14:45:42,xmarek7,Q47,řádné přihlášení
2024-03-26 15:08:58,xmarek7,Q47,odhlášení
2024-03-06 09:44:52,xkaderk2,Q15,řádné přihlášení
2024-03-06 12:27:16,xkaderk2,Q15,odhlášení
2024-03-12 12:47:37,xharuda,Q23,terminál
2024-03-12 12:47:37,xharuda,Q23,řádné přihlášení
2024-03-12 15:27:34,xharuda,Q23,odhlášení
2024-02-21 11:10:32,xgrim,Q02,řádné přihlášení
2024-02-21 13:36:12,xgrim,Q02,odhlášení
2024-03-26 14:09:09,xkoudelk,Q47,řádné přihlášení
2024-03-26 15:44:02,xkoudelk,Q47,odhlášení
2024-02-22 08:15:40,xvavrine,Q46,řádné přihlášení
2024-02-22 10:43:31,xvavrine,Q46,odhlášení
2024-02-20 15:57:45,xlnenick,Q41,zadáno špatné heslo
2024-02-20 15:57:45,xlnenick,Q41,řádné přihlášení
2024-02-20 18:42:56,xlnenick,Q41,odhlášení
2024-03-12 13:26:24,xharuda,Q48,řádné přihlášení
2024-03-12 14:42:43,xharuda,Q48,odhlášení
2024-03-23 16:22:32,xjakubec,Q47,řádné přihlášení
2024-03-23 16:40:47,xjakubec,Q47,odhlášení
2024-02-22 08:34:47,xmrakav1,Q36,řádné přihlášení
2024-02-22 10:13:41,xmrakav1,Q36,odhlášení
2024-03-25 18:44:18,xjakubec,Q26,řádné přihlášení
2024-03-25 19:26:00,xjakubec,Q26,odhlášení
2024-03-23 14:25:09,xtravni7,Q04,řádné přihlášení
2024-03-23 15:01:40,xtravni7,Q04,odhlášení
2024-02-21 12:05:15,xalac,Q34,řádné přihlášení
2024-02-21 12:17:50,xalac,Q34,odhlášení
2024-02-28 14:05:33,xmrakav1,Q43,řádné přihlášení
2024-02-28 15:55:34,xmrakav1,Q43,odhlášení
2024-03-04 13:50:36,xtugushe,Q23,terminál
2024-03-04 13:50:36,xtugushe,Q23,řádné přihlášení
2024-03-04 15:22:44,xtugushe,Q23,odhlášení
2024-02-29 11:50:58,xkuzel,Q32,řádné přihlášení
2024-02-29 13:53:23,xkuzel,Q32,odhlášení
2024-03-23 09:54:55,xprokop1,Q48,zadáno špatné heslo
2024-03-23 09:54:55,xprokop1,Q48,řádné přihlášení
2024-03-23 12:47:24,xprokop1,Q48,odhlášení
2024-03-09 12:24:01,xkubin,Q33,řádné přihlášení
2024-03-09 13:28:22,xkubin,Q33,odhlášení
2024-03-16 17:06:28,xgrim,Q13,řádné přihlášení
2024-03-16 18:19:14,xgrim,Q13,odhlášení
2024-03-20 11:41:24,xmarek5,Q22,řádné přihlášení
2024-03-20 13:30:34,xmarek5,Q22,odhlášení
2024-03-03 09:53:24,xtugushe,Q21,řádné přihlášení
2024-03-03 10:43:30,xtugushe,Q21,odhlášení
2024-03-01 16:16:03,xklima6,Q06,řádné přihlášení
2024-03-01 16:31:32,xklima6,Q06,odhlášení
2024-02-26 15:00:55,xvokoun,Q32,terminál
2024-02-26 15:00:55,xvokoun,Q32,řádné přihlášení
2024-02-26 16:51:07,xvokoun,Q32,odhlášení
2024-02-29 18:52:23,xskacel,Q36,řádné přihlášení
2024-02-29 20:02:06,xskacel,Q36,odhlášení
2024-03-13 12:37:11,xlnenick,Q27,zadáno špatné heslo
2024-03-13 12:37:11,xlnenick,Q27,řádné přihlášení
2024-03-13 14:48:17,xlnenick,Q27,odhlášení
2024-03-11 15:56:41,xmarek5,Q23,řádné přihlášení
2024-03-11 16:52:06,xmarek5,Q23,odhlášení
2024-03-22 17:24:53,xriedl,Q34,řádné přihlášení
2024-03-22 19:25:03,xriedl,Q34,odhlášení
2024-03-20 12:49:42,xmarek7,Q36,řádné přihlášení
2024-03-20 15:48:50,xmarek7,Q36,odhlášení
2024-03-19 12:49:04,xkaderk2,Q44,řádné přihlášení
2024-03-19 15:04:10,xkaderk2,Q44,odhlášení
2024-03-16 13:50:38,xtugushe,Q28,terminál
2024-03-16 13:50:38,xtugushe,Q28,řádné přihlášení
2024-03-16 14:50:03,xtugushe,Q28,odhlášení
2024-03-14 10:47:21,xzdansk1,Q13,řádné přihlášení
2024-03-14 13:15:04,xzdansk1,Q13,odhlášení
2024-03-23 12:55:02,xmasova1,Q26,terminál
2024-03-23 12:55:02,xmasova1,Q26,řádné přihlášení
2024-03-23 13:11:04,xmasova1,Q26,odhlášení
2024-03-01 10:51:45,xkubin,Q05,řádné přihlášení
2024-03-01 11:23:37,xkubin,Q05,odhlášení
2024-03-05 16:20:58,xissakh,Q08,zadáno špatné heslo
2024-03-05 16:20:58,xissakh,Q08,řádné přihlášení
2024-03-05 18:36:25,xissakh,Q08,odhlášení
2024-03-10 17:22:44,xsvobo12,Q16,řádné přihlášení
2024-03-10 17:26:37,xsvobo12,Q16,odhlášení
2024-03-11 13:16:56,xinsanic,Q17,řádné přihlášení
2024-03-11 14:41:30,xinsanic,Q17,odhlášení
2024-02-24 09:14:35,xlnenick,Q46,řádné přihlášení
2024-02-24 11:54:16,xlnenick,Q46,odhlášení
2024-02-26 07:56:35,xjakubec,Q08,řádné přihlášení
2024-02-26 10:00:23,xjakubec,Q08,odhlášení
2024-03-22 14:29:10,xkaderk2,Q07,řádné přihlášení
2024-03-22 17:00:00,xkaderk2,Q07,odhlášení
2024-03-02 07:34:16,xgrim,Q46,řádné přihlášení
2024-03-02 08:32:54,xgrim,Q46,odhlášení
2024-02-22 18:57:02,xtravni7,Q02,řádné přihlášení
2024-02-22 20:24:29,xtravni7,Q02,odhlášení
2024-03-23 12:46:28,xgurina,Q22,řádné přihlášení
2024-03-23 13:27:29,xgurina,Q22,odhlášení
2024-03-23 18:37:55,xsvobo12,Q07,terminál
2024-03-23 18:37:55,xsvobo12,Q07,řádné přihlášení
2024-03-23 18:54:20,xsvobo12,Q07,odhlášení
2024-03-21 14:35:36,xtravni7,Q04,řádné přihlášení
2024-03-21 15:52:04,xtravni7,Q04,odhlášení
2024-03-03 12:34:20,xharuda,Q42,řádné přihlášení
2024-03-03 13:09:32,xharuda,Q42,odhlášení
2024-03-11 13:01:39,xmarek5,Q25,terminál
2024-03-11 13:01:39,xmarek5,Q25,řádné přihlášení
2024-03-11 15:29:02,xmarek5,Q25,odhlášení
2024-03-16 07:15:59,xnesrsta,Q44,řádné přihlášení
2024-03-16 07:30:07,xnesrsta,Q44,odhlášení
2024-03-03 11:23:40,xmrakav1,Q33,řádné přihlášení
2024-03-03 12:34:12,xmrakav1,Q33,odhlášení
2024-03-13 07:53:21,xbudiko2,Q25,řádné přihlášení
2024-03-13 10:38:30,xbudiko2,Q25,odhlášení
2024-02-26 07:34:03,xinsanic,Q46,řádné přihlášení
2024-02-26 09:12:39,xinsanic,Q46,odhlášení
2024-03-24 18:16:30,xmrakav1,Q32,řádné přihlášení
2024-03-24 20:27:47,xmrakav1,Q32,odhlášení
2024-03-25 14:26:32,xvavrine,Q43,terminál
2024-03-25 14:26:32,xvavrine,Q43,řádné přihlášení
2024-03-25 15:23:21,xvavrine,Q43,odhlášení
2024-03-16 08:19:08,xsvobo12,Q12,řádné přihlášení
2024-03-16 08:36:59,xsvobo12,Q12,odhlášení
2024-02-28 16:49:52,xgurina,Q38,řádné přihlášení
2024-02-28 19:06:50,xgurina,Q38,odhlášení
2024-03-10 09:40:00,xprokop1,Q31,řádné přihlášení
2024-03-10 11:17:51,xprokop1,Q31,odhlášení
2024-03-10 14:23:28,xkuzel,Q05,zadáno špatné heslo
2024-03-10 14:23:28,xkuzel,Q05,řádné přihlášení
2024-03-10 14:37:40,xkuzel,Q05,odhlášení
2024-03-01 15:53:33,xhoracek,Q24,řádné přihlášení
2024-03-01 18:26:44,xhoracek,Q24,odhlášení
2024-02-24 17:07:55,xnesrsta,Q14,řádné přihlášení
2024-02-24 17:41:31,xnesrsta,Q14,odhlášení
2024-03-19 17:48:57,xtugushe,Q26,řádné přihlášení
2024-03-19 19:11:22,xtugushe,Q26,odhlášení
2024-03-11 09:07:28,xjakubec,Q22,terminál
2024-03-11 09:07:28,xjakubec,Q22,řádné přihlášení
2024-03-11 11:26:41,xjakubec,Q22,odhlášení
2024-02-22 18:55:36,xkraus1,Q23,řádné přihlášení
2024-02-22 21:13:51,xkraus1,Q23,odhlášení
2024-02-27 07:51:19,xmarek7,Q04,řádné přihlášení
2024-02-27 10:44:29,xmarek7,Q04,odhlášení
2024-03-10 15:41:38,xskacel,Q05,řádné přihlášení
2024-03-10 17:00:12,xskacel,Q05,odhlášení
2024-03-02 09:32:19,xklima6,Q01,řádné přihlášení
2024-03-02 09:43:09,xklima6,Q01,odhlášení
2024-03-17 13:18:07,xharuda,Q35,řádné přihlášení
2024-03-17 14:48:27,xharuda,Q35,odhlášení
2024-03-19 09:19:15,xvavrine,Q41,řádné přihlášení
2024-03-19 10:02:08,xvavrine,Q41,odhlášení
2024-02-24 10:27:58,xkaderk2,Q25,řádné přihlášení
2024-02-24 13:10:31,xkaderk2,Q25,odhlášení
2024-03-11 14:56:28,xklekner,Q26,řádné přihlášení
2024-03-11 15:05:18,xklekner,Q26,odhlášení
2024-03-10 17:05:14,xharuda,Q41,řádné přihlášení
2024-03-10 19:34:37,xharuda,Q41,odhlášení
